OID	rank	time	OID_from
561	3	93	827
562	3	85	1220
563	1	46	436
564	2	95	167
565	2	61	423
566	2	91	326
567	4	83	885
568	No	#	#
569	No	#	#
570	2	28	169
571	No	#	#
572	4	69	575
573	No	#	#
574	8	94	438
575	3	61	969
576	No	#	#
577	4	76	575
578	No	#	#
579	No	#	#
580	No	#	#
581	3	76	981
582	No	#	#
583	6	99	690
584	No	#	#
585	No	#	#
586	No	#	#
587	4	80	1390
588	4	63	1202
589	2	69	423
590	2	74	1474
591	3	40	687
592	5	60	590
593	3	45	803
594	No	#	#
595	4	86	749
596	No	#	#
597	No	#	#
598	3	73	981
599	No	#	#
600	No	#	#
601	4	78	598
602	No	#	#
603	6	99	1132
604	5	48	223
605	No	#	#
606	3	88	371
607	No	#	#
608	No	#	#
609	4	80	512
610	2	96	169
611	No	#	#
612	No	#	#
613	No	#	#
614	2	98	169
615	4	80	512
616	1	6	436
617	No	#	#
618	No	#	#
619	No	#	#
620	No	#	#
621	No	#	#
622	No	#	#
623	No	#	#
624	No	#	#
625	2	78	116
626	No	#	#
627	No	#	#
628	No	#	#
629	No	#	#
630	2	61	423
631	No	#	#
632	No	#	#
633	No	#	#
634	No	#	#
635	No	#	#
636	5	90	37
637	No	#	#
638	No	#	#
639	No	#	#
640	No	#	#
641	4	100	668
642	5	97	857
643	No	#	#
644	No	#	#
645	8	98	1303
646	No	#	#
647	2	31	169
648	No	#	#
649	No	#	#
650	6	92	690
651	2	61	423
652	No	#	#
653	No	#	#
654	No	#	#
655	5	61	590
656	No	#	#
657	No	#	#
658	No	#	#
659	No	#	#
660	3	84	1379
661	3	92	566
662	4	89	1094
663	3	95	1076
664	No	#	#
665	6	52	500
666	5	50	761
667	2	61	423
668	3	66	1315
669	3	66	1315
670	2	67	423
671	No	#	#
672	No	#	#
673	No	#	#
674	No	#	#
675	No	#	#
676	No	#	#
677	No	#	#
678	No	#	#
679	3	74	1107
680	No	#	#
681	No	#	#
682	No	#	#
683	No	#	#
684	No	#	#
685	No	#	#
686	No	#	#
687	2	33	116
688	3	95	349
689	3	90	687
690	5	64	590
691	No	#	#
692	3	83	687
693	No	#	#
694	No	#	#
695	No	#	#
696	No	#	#
697	No	#	#
698	No	#	#
699	No	#	#
700	No	#	#
701	No	#	#
702	3	80	590
703	2	88	35
704	3	83	425
705	No	#	#
706	3	98	1076
707	2	85	487
708	No	#	#
709	No	#	#
710	No	#	#
711	No	#	#
712	No	#	#
713	No	#	#
714	4	96	433
715	No	#	#
716	4	65	1292
717	4	56	237
718	No	#	#
719	No	#	#
720	Source	#	#
721	6	96	1210
722	3	69	630
723	No	#	#
724	No	#	#
725	No	#	#
726	4	70	827
727	No	#	#
728	No	#	#
729	4	87	455
730	No	#	#
731	No	#	#
732	No	#	#
733	No	#	#
734	No	#	#
735	No	#	#
736	No	#	#
737	No	#	#
738	No	#	#
739	No	#	#
740	No	#	#
741	No	#	#
742	No	#	#
743	No	#	#
744	No	#	#
745	3	99	1479
746	No	#	#
747	4	42	591
748	4	85	762
749	3	69	531
750	3	99	1479
751	4	61	1183
752	No	#	#
753	8	97	1471
754	No	#	#
755	No	#	#
756	No	#	#
757	No	#	#
758	No	#	#
759	3	39	687
760	7	99	665
761	4	45	667
762	2	95	35
763	4	91	1191
764	No	#	#
765	No	#	#
766	No	#	#
767	No	#	#
768	3	100	797
769	3	99	770
770	2	57	487
771	No	#	#
772	No	#	#
773	2	46	101
774	4	96	561
775	2	46	101
776	2	46	101
777	No	#	#
778	No	#	#
779	1	70	720
780	5	78	940
781	No	#	#
782	No	#	#
783	No	#	#
784	5	84	601
785	2	81	423
786	No	#	#
787	5	93	857
788	No	#	#
789	4	86	762
790	No	#	#
791	3	89	531
792	No	#	#
793	2	69	1061
794	No	#	#
795	No	#	#
796	2	96	420
797	2	86	1130
798	6	96	152
799	No	#	#
800	No	#	#
801	No	#	#
802	3	87	349
803	2	41	487
804	No	#	#
805	8	99	1336
806	No	#	#
807	No	#	#
808	No	#	#
809	3	40	68
810	No	#	#
811	8	89	1303
812	No	#	#
813	No	#	#
814	No	#	#
815	No	#	#
816	No	#	#
817	No	#	#
818	No	#	#
819	2	95	420
820	No	#	#
821	No	#	#
822	No	#	#
823	No	#	#
824	5	62	1237
825	No	#	#
826	5	65	1237
827	2	92	544
828	3	66	1220
829	No	#	#
830	3	46	887
831	2	61	423
832	No	#	#
833	2	61	423
834	4	99	433
835	No	#	#
836	7	81	154
837	2	78	116
838	No	#	#
839	No	#	#
840	No	#	#
841	No	#	#
842	No	#	#
843	No	#	#
844	No	#	#
845	No	#	#
846	No	#	#
847	No	#	#
848	No	#	#
849	No	#	#
850	No	#	#
851	2	30	423
852	3	33	425
853	4	22	404
854	No	#	#
855	No	#	#
856	5	99	152
857	4	52	830
858	No	#	#
859	No	#	#
860	4	79	575
861	No	#	#
862	3	92	773
863	7	99	650
864	2	96	531
865	No	#	#
866	3	99	564
867	3	81	124
868	No	#	#
869	Source	#	#
870	No	#	#
871	No	#	#
872	No	#	#
873	No	#	#
874	4	83	455
875	No	#	#
876	No	#	#
877	No	#	#
878	5	63	1305
879	No	#	#
880	No	#	#
881	No	#	#
882	No	#	#
883	6	93	152
884	5	50	761
885	3	60	886
886	2	32	169
887	2	32	169
888	No	#	#
889	No	#	#
890	No	#	#
891	4	80	1180
892	8	75	168
893	6	97	1210
894	No	#	#
895	5	52	828
896	No	#	#
897	No	#	#
898	4	84	1031
899	No	#	#
900	No	#	#
901	No	#	#
902	No	#	#
903	No	#	#
904	2	61	423
905	4	85	513
906	3	97	1040
907	3	97	1040
908	No	#	#
909	No	#	#
910	No	#	#
911	No	#	#
912	No	#	#
913	No	#	#
914	No	#	#
915	No	#	#
916	No	#	#
917	3	76	1456
918	4	97	5
919	No	#	#
920	No	#	#
921	3	84	1220
922	No	#	#
923	No	#	#
924	No	#	#
925	No	#	#
926	No	#	#
927	No	#	#
928	4	76	1496
929	No	#	#
930	No	#	#
931	No	#	#
932	No	#	#
933	No	#	#
934	No	#	#
935	No	#	#
936	No	#	#
937	No	#	#
938	No	#	#
939	No	#	#
940	3	94	1166
941	No	#	#
942	No	#	#
943	1	35	720
944	No	#	#
945	8	88	1303
946	2	100	1456
947	No	#	#
948	No	#	#
949	1	7	720
950	No	#	#
951	No	#	#
952	3	92	1220
953	No	#	#
954	3	96	1076
955	No	#	#
956	No	#	#
957	8	91	1303
958	No	#	#
959	No	#	#
960	No	#	#
961	No	#	#
962	No	#	#
963	No	#	#
964	No	#	#
965	No	#	#
966	No	#	#
967	No	#	#
968	No	#	#
969	2	47	563
970	No	#	#
971	No	#	#
972	5	100	898
973	No	#	#
974	No	#	#
975	5	93	1161
976	3	78	833
977	5	59	1498
978	8	88	446
979	No	#	#
980	No	#	#
981	2	39	616
982	No	#	#
983	No	#	#
984	3	99	143
985	3	99	143
986	No	#	#
987	No	#	#
988	No	#	#
989	No	#	#
990	No	#	#
991	No	#	#
992	No	#	#
993	No	#	#
994	No	#	#
995	No	#	#
996	4	66	455
997	No	#	#
998	1	79	720
999	No	#	#
1000	No	#	#
1001	No	#	#
1002	No	#	#
1003	No	#	#
1004	No	#	#
1005	No	#	#
1006	No	#	#
1007	No	#	#
1008	4	87	704
1009	No	#	#
1010	8	90	1110
1011	No	#	#
1012	1	89	720
1013	No	#	#
1014	8	96	1303
1015	3	100	1362
1016	No	#	#
1017	No	#	#
1018	5	57	668
1019	No	#	#
1020	No	#	#
1021	No	#	#
1022	No	#	#
1023	3	92	1144
1024	No	#	#
1025	No	#	#
1026	No	#	#
1027	No	#	#
1028	No	#	#
1029	No	#	#
1030	No	#	#
1031	2	92	1474
1032	3	38	570
1033	No	#	#
1034	2	81	167
1035	4	83	1032
1036	No	#	#
1037	No	#	#
1038	No	#	#
1039	5	94	149
1040	2	97	169
1041	2	97	169
1042	No	#	#
1043	No	#	#
1044	1	94	720
1045	No	#	#
1046	2	99	1456
1047	4	90	1101
1048	5	58	1498
1049	No	#	#
1050	No	#	#
1051	No	#	#
1052	9	89	750
1053	3	53	1055
1054	3	56	1055
1055	2	17	116
1056	No	#	#
1057	4	79	1094
1058	6	62	895
1059	3	80	981
1060	No	#	#
1061	1	67	720
1062	2	99	1061
1063	4	100	1390
1064	6	94	666
1065	2	99	1061
1066	No	#	#
1067	No	#	#
1068	4	93	561
1069	No	#	#
1070	4	95	385
1071	No	#	#
1072	9	79	1239
1073	No	#	#
1074	No	#	#
1075	3	95	1147
1076	2	73	167
1077	No	#	#
1078	3	95	1147
1079	No	#	#
1080	No	#	#
1081	No	#	#
1082	No	#	#
1083	No	#	#
1084	No	#	#
1085	5	88	853
1086	No	#	#
1087	5	88	853
1088	No	#	#
1089	No	#	#
1090	No	#	#
1091	No	#	#
1092	No	#	#
1093	1	77	436
1094	3	76	981
1095	No	#	#
1096	7	82	663
1097	No	#	#
1098	3	39	531
1099	No	#	#
1100	No	#	#
1101	3	80	831
1102	No	#	#
1103	6	73	878
1104	No	#	#
1105	No	#	#
1106	No	#	#
1107	2	61	423
1108	No	#	#
1109	No	#	#
1110	2	94	38
1111	No	#	#
1112	No	#	#
1113	No	#	#
1114	6	95	42
1115	No	#	#
1116	No	#	#
1117	No	#	#
1118	5	100	57
1119	No	#	#
1120	No	#	#
1121	No	#	#
1122	No	#	#
1123	No	#	#
1124	No	#	#
1125	No	#	#
1126	No	#	#
1127	5	93	57
1128	No	#	#
1129	No	#	#
1130	1	66	436
1131	No	#	#
1132	5	94	996
1133	No	#	#
1134	No	#	#
1135	5	87	761
1136	No	#	#
1137	5	95	763
1138	No	#	#
1139	6	96	1137
1140	No	#	#
1141	No	#	#
1142	No	#	#
1143	3	82	590
1144	2	78	116
1145	No	#	#
1146	2	78	116
1147	2	78	116
1148	3	88	151
1149	No	#	#
1150	1	93	720
1151	3	97	1040
1152	No	#	#
1153	No	#	#
1154	No	#	#
1155	2	69	423
1156	No	#	#
1157	No	#	#
1158	No	#	#
1159	3	98	118
1160	2	82	116
1161	4	91	1330
1162	No	#	#
1163	No	#	#
1164	No	#	#
1165	4	80	386
1166	2	61	423
1167	No	#	#
1168	4	90	386
1169	No	#	#
1170	No	#	#
1171	No	#	#
1172	No	#	#
1173	No	#	#
1174	No	#	#
1175	No	#	#
1176	No	#	#
1177	4	88	1101
1178	No	#	#
1179	No	#	#
1180	3	56	570
1181	No	#	#
1182	No	#	#
1183	3	54	349
1184	3	96	590
1185	4	75	1187
1186	3	63	124
1187	3	63	124
1188	3	63	124
1189	3	63	124
1190	3	63	124
1191	3	63	124
1192	No	#	#
1193	No	#	#
1194	No	#	#
1195	No	#	#
1196	No	#	#
1197	No	#	#
1198	1	83	121
1199	No	#	#
1200	No	#	#
1201	No	#	#
1202	3	25	1509
1203	3	26	1509
1204	1	16	869
1205	2	90	1198
1206	No	#	#
1207	No	#	#
1208	No	#	#
1209	No	#	#
1210	5	91	891
1211	No	#	#
1212	No	#	#
1213	7	61	532
1214	3	83	590
1215	3	84	390
1216	No	#	#
1217	No	#	#
1218	No	#	#
1219	No	#	#
1220	2	30	1204
1221	7	66	1215
1222	No	#	#
1223	4	100	581
1224	No	#	#
1225	No	#	#
1226	No	#	#
1227	No	#	#
1228	No	#	#
1229	No	#	#
1230	No	#	#
1231	No	#	#
1232	No	#	#
1233	No	#	#
1234	No	#	#
1235	3	75	565
1236	2	96	169
1237	2	96	169
1238	8	89	1303
1239	2	96	169
1240	No	#	#
1241	No	#	#
1242	No	#	#
1243	No	#	#
1244	No	#	#
1245	2	99	322
1246	6	98	273
1247	No	#	#
1248	No	#	#
1249	No	#	#
1250	3	89	1220
1251	1	84	720
1252	No	#	#
1253	No	#	#
1254	No	#	#
1255	No	#	#
1256	No	#	#
1257	7	93	1332
1258	No	#	#
1259	No	#	#
1260	No	#	#
1261	No	#	#
1262	No	#	#
1263	No	#	#
1264	5	97	41
1265	No	#	#
1266	No	#	#
1267	No	#	#
1268	No	#	#
1269	No	#	#
1270	No	#	#
1271	2	97	1204
1272	No	#	#
1273	No	#	#
1274	No	#	#
1275	No	#	#
1276	No	#	#
1277	No	#	#
1278	No	#	#
1279	No	#	#
1280	No	#	#
1281	2	79	1502
1282	No	#	#
1283	No	#	#
1284	2	94	169
1285	2	36	616
1286	4	99	669
1287	9	79	1239
1288	7	85	559
1289	No	#	#
1290	4	49	809
1291	7	85	113
1292	3	47	687
1293	No	#	#
1294	3	45	803
1295	4	92	455
1296	No	#	#
1297	No	#	#
1298	No	#	#
1299	No	#	#
1300	No	#	#
1301	No	#	#
1302	No	#	#
1303	3	99	1479
1304	5	100	388
1305	2	69	116
1306	No	#	#
1307	No	#	#
1308	No	#	#
1309	No	#	#
1310	No	#	#
1311	No	#	#
1312	No	#	#
1313	No	#	#
1314	No	#	#
1315	2	61	423
1316	No	#	#
1317	No	#	#
1318	No	#	#
1319	No	#	#
1320	No	#	#
1321	No	#	#
1322	No	#	#
1323	No	#	#
1324	No	#	#
1325	6	81	1048
1326	No	#	#
1327	7	92	1325
1328	No	#	#
1329	No	#	#
1330	3	74	647
1331	5	86	1057
1332	6	82	1398
1333	1	89	720
1334	No	#	#
1335	No	#	#
1336	7	75	785
1337	No	#	#
1338	No	#	#
1339	No	#	#
1340	No	#	#
1341	No	#	#
1342	No	#	#
1343	No	#	#
1344	No	#	#
1345	No	#	#
1346	No	#	#
1347	No	#	#
1348	No	#	#
1349	No	#	#
1350	No	#	#
1351	No	#	#
1352	No	#	#
1353	No	#	#
1354	No	#	#
1355	No	#	#
1356	No	#	#
1357	No	#	#
1358	No	#	#
1359	No	#	#
1360	No	#	#
1361	No	#	#
1362	2	82	167
1363	No	#	#
1364	No	#	#
1365	No	#	#
1366	No	#	#
1367	No	#	#
1368	No	#	#
1369	No	#	#
1370	No	#	#
1371	No	#	#
1372	No	#	#
1373	No	#	#
1374	No	#	#
1375	No	#	#
1376	4	97	1203
1377	2	74	228
1378	2	74	228
1379	2	74	228
1380	2	74	228
1381	2	74	228
1382	2	74	228
1383	5	89	610
1384	2	96	169
1385	No	#	#
1386	2	100	169
1387	No	#	#
1388	No	#	#
1389	No	#	#
1390	3	63	68
1391	4	76	1390
1392	No	#	#
1393	4	76	1390
1394	5	99	1395
1395	4	76	1390
1396	4	76	1390
1397	4	95	668
1398	5	81	1400
1399	6	81	1401
1400	4	81	1059
1401	5	81	1400
1402	4	95	668
1403	4	95	668
1404	5	57	1031
1405	2	70	563
1406	6	97	1404
1407	2	70	563
1408	2	70	563
1409	2	70	563
1410	2	70	563
1411	No	#	#
1412	No	#	#
1413	No	#	#
1414	No	#	#
1415	No	#	#
1416	No	#	#
1417	No	#	#
1418	3	88	1476
1419	4	71	591
1420	3	88	1476
1421	3	88	1476
1422	4	71	591
1423	3	88	1476
1424	3	88	1476
1425	No	#	#
1426	No	#	#
1427	No	#	#
1428	No	#	#
1429	No	#	#
1430	No	#	#
1431	No	#	#
1432	No	#	#
1433	No	#	#
1434	No	#	#
1435	No	#	#
1436	No	#	#
1437	No	#	#
1438	No	#	#
1439	3	81	1147
1440	3	80	1147
1441	No	#	#
1442	No	#	#
1443	No	#	#
1444	No	#	#
1445	No	#	#
1446	No	#	#
1447	No	#	#
1448	No	#	#
1449	No	#	#
1450	No	#	#
1451	No	#	#
1452	No	#	#
1453	No	#	#
1454	No	#	#
1455	No	#	#
1456	1	97	720
1457	3	98	667
1458	No	#	#
1459	No	#	#
1460	No	#	#
1461	No	#	#
1462	No	#	#
1463	No	#	#
1464	No	#	#
1465	No	#	#
1466	No	#	#
1467	No	#	#
1468	No	#	#
1469	7	95	1062
1470	No	#	#
1471	7	79	663
1472	No	#	#
1473	No	#	#
1474	1	73	121
1475	3	100	371
1476	2	71	1130
1477	No	#	#
1478	No	#	#
1479	2	84	116
1480	3	45	687
1481	5	81	1400
1482	No	#	#
1483	No	#	#
1484	No	#	#
1485	No	#	#
1486	3	88	687
1487	3	92	773
1488	3	94	797
1489	No	#	#
1490	No	#	#
1491	No	#	#
1492	5	93	729
1493	No	#	#
1494	3	96	1147
1495	No	#	#
1496	3	70	1315
1497	3	95	1146
1498	2	90	423
1499	No	#	#
1500	2	90	423
1501	No	#	#
1502	1	56	436
1503	No	#	#
1504	No	#	#
1505	3	89	1220
1506	No	#	#
1507	No	#	#
1508	No	#	#
1509	2	17	1204
1510	2	17	1204
1511	2	17	1204
1512	2	17	1204
1513	3	45	1509
1514	No	#	#
1515	6	95	42
1516	No	#	#
1517	No	#	#
1518	No	#	#
1519	5	100	57
1520	No	#	#
1521	No	#	#
1522	No	#	#
1523	No	#	#
1524	No	#	#
1525	No	#	#
1526	No	#	#
1527	No	#	#
1528	5	93	57
1529	No	#	#
1530	No	#	#
1531	1	66	436
1532	No	#	#
1533	5	94	996
1534	No	#	#
1535	No	#	#
1536	5	87	761
1537	No	#	#
1538	5	95	763
1539	No	#	#
1540	6	96	1137
1541	No	#	#
1542	No	#	#
1543	No	#	#
1544	3	82	590
1545	2	78	116
1546	No	#	#
1547	2	78	116
1548	2	78	116
1549	3	88	151
1550	No	#	#
1551	1	93	720
1552	3	97	1040
1553	No	#	#
1554	No	#	#
1555	No	#	#
1556	2	69	423
1557	No	#	#
1558	No	#	#
1559	No	#	#
1560	3	98	118
1561	2	82	116
1562	4	91	1330
1563	No	#	#
1564	No	#	#
1565	No	#	#
1566	4	80	386
1567	2	61	423
1568	No	#	#
1569	4	90	386
1570	No	#	#
1571	No	#	#
1572	No	#	#
1573	No	#	#
1574	No	#	#
1575	No	#	#
1576	No	#	#
1577	No	#	#
1578	4	88	1101
1579	No	#	#
1580	No	#	#
1581	3	56	570
1582	No	#	#
1583	No	#	#
1584	3	54	349
1585	3	96	590
1586	4	75	1187
1587	3	63	124
1588	3	63	124
1589	3	63	124
1590	3	63	124
1591	3	63	124
1592	3	63	124
1593	No	#	#
1594	No	#	#
1595	No	#	#
1596	No	#	#
1597	No	#	#
1598	No	#	#
1599	1	83	121
1600	No	#	#
1601	No	#	#
1602	No	#	#
1603	3	25	1509
1604	3	26	1509
1605	1	16	869
1606	2	90	1198
1607	No	#	#
1608	No	#	#
1609	No	#	#
1610	No	#	#
1611	5	91	891
1612	No	#	#
1613	No	#	#
1614	7	61	532
1615	3	83	590
1616	3	84	390
1617	No	#	#
1618	No	#	#
1619	No	#	#
1620	No	#	#
1621	2	30	1204
1622	7	66	1215
1623	No	#	#
1624	4	100	581
1625	No	#	#
1626	No	#	#
1627	No	#	#
1628	No	#	#
1629	No	#	#
1630	No	#	#
1631	No	#	#
1632	No	#	#
1633	No	#	#
1634	No	#	#
1635	No	#	#
1636	3	75	565
1637	2	96	169
1638	2	96	169
1639	8	89	1303
1640	2	96	169
1641	No	#	#
1642	No	#	#
1643	No	#	#
1644	No	#	#
1645	No	#	#
1646	2	99	322
1647	6	98	273
1648	No	#	#
1649	No	#	#
1650	No	#	#
1651	3	89	1220
1652	1	84	720
1653	No	#	#
1654	No	#	#
1655	No	#	#
1656	No	#	#
1657	No	#	#
1658	7	93	1332
1659	No	#	#
1660	No	#	#
1661	No	#	#
1662	No	#	#
1663	No	#	#
1664	No	#	#
1665	5	97	41
1666	No	#	#
1667	No	#	#
1668	No	#	#
1669	No	#	#
1670	No	#	#
1671	No	#	#
1672	2	97	1204
1673	No	#	#
1674	No	#	#
1675	No	#	#
1676	No	#	#
1677	No	#	#
1678	No	#	#
1679	No	#	#
1680	No	#	#
1681	No	#	#
1682	2	79	1502
1683	No	#	#
1684	No	#	#
1685	2	94	169
1686	2	36	616
1687	4	99	669
1688	9	79	1239
1689	7	85	559
1690	No	#	#
1691	4	49	809
1692	7	85	113
1693	3	47	687
1694	No	#	#
1695	3	45	803
1696	4	92	455
1697	No	#	#
1698	No	#	#
1699	No	#	#
1700	No	#	#
1701	No	#	#
1702	No	#	#
1703	No	#	#
1704	3	99	1479
1705	5	100	388
1706	2	69	116
1707	No	#	#
1708	No	#	#
1709	No	#	#
1710	No	#	#
1711	No	#	#
1712	No	#	#
1713	No	#	#
1714	No	#	#
1715	No	#	#
1716	2	61	423
1717	No	#	#
1718	No	#	#
1719	No	#	#
1720	No	#	#
1721	No	#	#
1722	No	#	#
1723	No	#	#
1724	No	#	#
1725	No	#	#
1726	6	81	1048
1727	No	#	#
1728	7	92	1325
1729	No	#	#
1730	No	#	#
1731	3	74	647
1732	5	86	1057
1733	6	82	1398
1734	1	89	720
1735	No	#	#
1736	No	#	#
1737	7	75	785
1738	No	#	#
1739	No	#	#
1740	No	#	#
1741	No	#	#
1742	No	#	#
1743	No	#	#
1744	No	#	#
1745	No	#	#
1746	No	#	#
1747	No	#	#
1748	No	#	#
1749	No	#	#
1750	No	#	#
1751	No	#	#
1752	No	#	#
1753	No	#	#
1754	No	#	#
1755	No	#	#
1756	No	#	#
1757	No	#	#
1758	No	#	#
1759	No	#	#
1760	No	#	#
1761	No	#	#
1762	No	#	#
1763	2	82	167
1764	No	#	#
1765	No	#	#
1766	No	#	#
1767	No	#	#
1768	No	#	#
1769	No	#	#
1770	No	#	#
1771	No	#	#
1772	No	#	#
1773	No	#	#
1774	No	#	#
1775	No	#	#
1776	No	#	#
1777	4	97	1203
1778	2	74	228
1779	2	74	228
1780	2	74	228
1781	2	74	228
1782	2	74	228
1783	2	74	228
1784	5	89	610
1785	2	96	169
1786	No	#	#
1787	2	100	169
1788	No	#	#
1789	No	#	#
1790	No	#	#
1791	3	63	68
1792	4	76	1390
1793	No	#	#
1794	4	76	1390
1795	5	99	1395
1796	4	76	1390
1797	4	76	1390
1798	4	95	668
1799	5	81	1400
1800	6	81	1401
1801	4	81	1059
1802	5	81	1400
1803	4	95	668
1804	4	95	668
1805	5	57	1031
1806	2	70	563
1807	6	97	1404
1808	2	70	563
1809	2	70	563
1810	2	70	563
1811	2	70	563
1812	No	#	#
1813	No	#	#
1814	No	#	#
1815	No	#	#
1816	No	#	#
1817	No	#	#
1818	No	#	#
1819	3	88	1476
1820	4	71	591
1821	3	88	1476
1822	3	88	1476
1823	4	71	591
1824	3	88	1476
1825	3	88	1476
1826	No	#	#
1827	No	#	#
1828	No	#	#
1829	No	#	#
1830	No	#	#
1831	No	#	#
1832	No	#	#
1833	No	#	#
1834	No	#	#
1835	No	#	#
1836	No	#	#
1837	No	#	#
1838	No	#	#
1839	No	#	#
1840	3	81	1147
1841	3	80	1147
1842	No	#	#
1843	No	#	#
1844	No	#	#
1845	No	#	#
1846	No	#	#
1847	No	#	#
1848	No	#	#
1849	No	#	#
1850	No	#	#
1851	No	#	#
1852	No	#	#
1853	No	#	#
1854	No	#	#
1855	No	#	#
1856	No	#	#
1857	1	97	720
1858	3	98	667
1859	No	#	#
1860	No	#	#
1861	No	#	#
1862	No	#	#
1863	No	#	#
1864	No	#	#
1865	No	#	#
1866	No	#	#
1867	No	#	#
1868	No	#	#
1869	No	#	#
1870	7	95	1062
1871	No	#	#
1872	7	79	663
1873	No	#	#
1874	No	#	#
1875	1	73	121
1876	3	100	371
1877	2	71	1130
1878	No	#	#
1879	No	#	#
1880	2	84	116
1881	3	45	687
1882	5	81	1400
1883	No	#	#
1884	No	#	#
1885	No	#	#
1886	No	#	#
1887	3	88	687
1888	3	92	773
1889	3	94	797
1890	No	#	#
1891	No	#	#
1892	No	#	#
1893	5	93	729
1894	No	#	#
1895	3	96	1147
1896	No	#	#
1897	3	70	1315
1898	3	95	1146
1899	2	90	423
1900	No	#	#
1901	2	90	423
1902	No	#	#
1903	1	56	436
1904	No	#	#
1905	No	#	#
1906	3	89	1220
1907	No	#	#
1908	No	#	#
1909	No	#	#
1910	2	17	1204
1911	2	17	1204
1912	2	17	1204
1913	2	17	1204
1914	3	45	1509
1915	No	#	#
1916	6	95	42
1917	No	#	#
1918	No	#	#
1919	No	#	#
1920	5	100	57
1921	No	#	#
1922	No	#	#
1923	No	#	#
1924	No	#	#
1925	No	#	#
1926	No	#	#
1927	No	#	#
1928	No	#	#
1929	5	93	57
1930	No	#	#
1931	No	#	#
1932	1	66	436
1933	No	#	#
1934	5	94	996
1935	No	#	#
1936	No	#	#
1937	5	87	761
1938	No	#	#
1939	5	95	763
1940	No	#	#
1941	6	96	1137
1942	No	#	#
1943	No	#	#
1944	No	#	#
1945	3	82	590
1946	2	78	116
1947	No	#	#
1948	2	78	116
1949	2	78	116
1950	3	88	151
1951	No	#	#
1952	1	93	720
1953	3	97	1040
1954	No	#	#
1955	No	#	#
1956	No	#	#
1957	2	69	423
1958	No	#	#
1959	No	#	#
1960	No	#	#
1961	3	98	118
1962	2	82	116
1963	4	91	1330
1964	No	#	#
1965	No	#	#
1966	No	#	#
1967	4	80	386
1968	2	61	423
1969	No	#	#
1970	4	90	386
1971	No	#	#
1972	No	#	#
1973	No	#	#
1974	No	#	#
1975	No	#	#
1976	No	#	#
1977	No	#	#
1978	No	#	#
1979	4	88	1101
1980	No	#	#
1981	No	#	#
1982	3	56	570
1983	No	#	#
1984	No	#	#
1985	3	54	349
1986	3	96	590
1987	4	75	1187
1988	3	63	124
1989	3	63	124
1990	3	63	124
1991	3	63	124
1992	3	63	124
1993	3	63	124
1994	No	#	#
1995	No	#	#
1996	No	#	#
1997	No	#	#
1998	No	#	#
1999	No	#	#
2000	1	83	121
2001	No	#	#
2002	No	#	#
2003	No	#	#
2004	3	25	1509
2005	3	26	1509
2006	1	16	869
2007	2	90	1198
2008	No	#	#
2009	No	#	#
2010	No	#	#
2011	No	#	#
2012	5	91	891
2013	No	#	#
2014	No	#	#
2015	7	61	532
2016	3	83	590
2017	3	84	390
2018	No	#	#
2019	No	#	#
2020	No	#	#
2021	No	#	#
2022	2	30	1204
2023	7	66	1215
2024	No	#	#
2025	4	100	581
2026	No	#	#
2027	No	#	#
2028	No	#	#
2029	No	#	#
2030	No	#	#
2031	No	#	#
2032	No	#	#
2033	No	#	#
2034	No	#	#
2035	No	#	#
2036	No	#	#
2037	3	75	565
2038	2	96	169
2039	2	96	169
2040	8	89	1303
2041	2	96	169
2042	No	#	#
2043	No	#	#
2044	No	#	#
2045	No	#	#
2046	No	#	#
2047	2	99	322
2048	6	98	273
2049	No	#	#
2050	No	#	#
2051	No	#	#
2052	3	89	1220
2053	1	84	720
2054	No	#	#
2055	No	#	#
2056	No	#	#
2057	No	#	#
2058	No	#	#
2059	7	93	1332
2060	No	#	#
2061	No	#	#
2062	No	#	#
2063	No	#	#
2064	No	#	#
2065	No	#	#
2066	5	97	41
2067	No	#	#
2068	No	#	#
2069	No	#	#
2070	No	#	#
2071	No	#	#
2072	No	#	#
2073	2	97	1204
2074	No	#	#
2075	No	#	#
2076	No	#	#
2077	No	#	#
2078	No	#	#
2079	No	#	#
2080	No	#	#
2081	No	#	#
2082	No	#	#
2083	2	79	1502
2084	No	#	#
2085	No	#	#
2086	2	94	169
2087	2	36	616
2088	4	99	669
2089	9	79	1239
2090	7	85	559
2091	No	#	#
2092	4	49	809
2093	7	85	113
2094	3	47	687
2095	No	#	#
2096	3	45	803
2097	4	92	455
2098	No	#	#
2099	No	#	#
2100	No	#	#
2101	No	#	#
2102	No	#	#
2103	No	#	#
2104	No	#	#
2105	3	99	1479
2106	5	100	388
2107	2	69	116
2108	No	#	#
2109	No	#	#
2110	No	#	#
2111	No	#	#
2112	No	#	#
2113	No	#	#
2114	No	#	#
2115	No	#	#
2116	No	#	#
2117	2	61	423
2118	No	#	#
2119	No	#	#
2120	No	#	#
2121	No	#	#
2122	No	#	#
2123	No	#	#
2124	No	#	#
2125	No	#	#
2126	No	#	#
2127	6	81	1048
2128	No	#	#
2129	7	92	1325
2130	No	#	#
2131	No	#	#
2132	3	74	647
2133	5	86	1057
2134	6	82	1398
2135	1	89	720
2136	No	#	#
2137	No	#	#
2138	7	75	785
2139	No	#	#
2140	No	#	#
2141	No	#	#
